MAP2K4	P45985
SPDYE2	Q495Y8
ACSF2	Q96CM8
ZNF415	Q09FC8
ZNF624	Q9P2J8
GAL3ST2	Q9H3Q3
ZNF599	Q96NL3
TEKT5	Q96M29
C22ORF23	Q9BZE7
TMEM120B	A0PK00
ZNF555	Q8NEP9
ZNF169	Q14929
ZNF627	Q7L945
TMEM86B	Q8N661
EXD1	Q8NHP7
NGDN	Q8NEJ9
MORN2	Q502X0
SPANXA1	Q9NS26
KIAA1147	A4D1U4
SPANXD	Q9BXN6
SPANXC	Q9NY87
STAP1	Q9ULZ2
LRRC29	Q8WV35
CORO6	Q6QEF8
SMLR1	H3BR10
R3HCC1L	Q7Z5L2
PGAP2	Q9UHJ9
IGLV2-14	P01704
C1ORF189	Q5VU69
SPG11	Q96JI7
ETNK1	Q9HBU6
SMIM2	Q9BVW6
CD99L2	Q8TCZ2
PIK3IP1	Q96FE7
C5ORF24	Q7Z6I8
CELA2B	P08218
DRICH1	Q6PGQ1
ZNF449	Q6P9G9
TTC12	Q9H892
DRC7	Q8IY82
AZIN2	Q96A70
YIPF1	Q9Y548
SLC6A20	Q9NP91
TMEM150A	Q86TG1
CLEC18A	A5D8T8
XKR3	Q5GH77
GDAP2	Q9NXN4
PAQR5	Q9NXK6
ZSCAN22	P10073
FAM206A	Q9NX38
RMND1	Q9NWS8
TRMT12	Q53H54
TMEM51	Q9NW97
NT5C1A	Q9BXI3
PLEKHG6	Q3KR16
TMEM140	Q9NV12
C1ORF21	Q9H246
CSGALNACT2	Q8N6G5
MIOX	Q9UGB7
ACSS1	Q9NUB1
JMJD7	P0C870
DHX32	Q7L7V1
ZNF524	Q96C55
TMEM234	Q8WY98
TEX13A	Q9BXU3
TMPRSS4	Q9NRS4
GSG1L	Q6UXU4
BPIFA2	Q96DR5
ADCY4	Q8NFM4
LYRM2	Q9NU23
ZNF286A	Q9HBT8
TMEM171	Q8WVE6
ANKRD36B	Q8N2N9
FAM81B	Q96LP2
TNMD	Q9H2S6
EDDM3B	P56851
MPPE1	Q53F39
FAM167A	Q96KS9
IL17F	Q96PD4
GAGE12B	Q4V326
GAGE12B	A1L429
ZFP69B	Q9UJL9
AACS	Q86V21
ZNF419	Q96HQ0
GSDMD	P57764
SYNDIG1	Q9H7V2
KCTD19	Q17RG1
RPF1	Q9H9Y2
ZKSCAN3	Q9BRR0
APOL4	Q9BPW4
SLC38A1	Q9H2H9
ZNF260	Q3ZCT1
NRBP2	Q9NSY0
ARL14EP	Q8N8R7
KRTAP3-1	Q9BYR8
SLC41A2	Q96JW4
SNX31	Q8N9S9
FAXC	Q5TGI0
ABHD1	Q96SE0
CATSPERD	Q86XM0
SLC35B4	Q969S0
GGACT	Q9BVM4
RSPH1	Q8WYR4
FAM151B	Q6UXP7
SYNPR	Q8TBG9
NRSN1	Q8IZ57
TMEM74	Q96NL1
TMEM41A	Q96HV5
SLC30A8	Q8IWU4
PCED1B	Q96HM7
IQCF2	Q8IXL9
GOLGA8G	Q08AF8
RDM1	Q8NG50
KLF17	Q5JT82
COX6B2	Q6YFQ2
UCMA	Q8WVF2
GOLGA6L2	Q8N9W4
ARSI	Q5FYB1
TMEM182	Q6ZP80
ZNF786	Q8N393
IYD	Q6PHW0
C12ORF40	Q86WS4
CD300LG	Q6UXG3
RTP2	Q5QGT7
ZNF425	Q6IV72
ZNF320	Q5VIY5
ZNF320	A2RRD8
ZNF497	Q6ZNH5
C10ORF35	Q96D05
DEFB121	Q5J5C9
BRICD5	Q6PL45
ZNF778	Q96MU6
TMEM196	Q5HYL7
WFDC10B	Q8IUB3
ZDHHC22	Q8N966
ZNF763	Q0D2J5
RNF175	Q8N4F7
KRTAP11-1	Q8IUC1
KRTAP13-3	Q3SY46
FAM153C	Q494X1
CUL1	Q13616
CACNA2D2	Q9NY47
DUSP2	Q05923
DPH5	Q9H2P9
SYT12	Q8IV01
SLC25A39	Q9BZJ4
GIPC3	Q8TF64
ZNFX1	Q9P2E3
PTRHD1	Q6GMV3
ZNF860	A6NHJ4
EVC	P57679
BPHL	Q86WA6
SAMD9	Q5K651
C9ORF40	Q8IXQ3
TTLL11	Q8NHH1
C10ORF76	Q5T2E6
BBIP1	A8MTZ0
SPRYD4	Q8WW59
FLVCR2	Q9UPI3
ADAL	Q6DHV7
RHBDF1	Q96CC6
AOC2	O75106
LIX1L	Q8IVB5
C1ORF43	Q9BWL3
DDX59	Q5T1V6
HLX	Q14774
ZNF672	Q499Z4
SMYD5	Q6GMV2
CCNYL1	Q8N7R7
B4GALT4	O60513
ETFDH	Q16134
SLC35A4	Q96G79
SLC35A4	L0R6Q1
GALNT10	Q86SR1
SLC35B3	Q9H1N7
SLC20A2	Q08357
FAM73B	Q7L4E1
SFMBT2	Q5VUG0
ZNF248	Q8NDW4
DAGLA	Q9Y4D2
FAM89B	Q8N5H3
PDE2A	O00408
RILPL1	Q5EBL4
SLC39A9	Q9NUM3
EFCAB11	Q9BUY7
ZSCAN29	Q8IWY8
JMJD8	Q96S16
COQ9	O75208
GID4	Q8IVV7
COA3	Q9Y2R0
KIF18B	Q86Y91
SLC25A19	Q9HC21
CANT1	Q8WVQ1
GREB1L	Q9C091
LRRC8E	Q6NSJ5
ZNF780A	O75290
EMC10	Q5UCC4
YDJC	A8MPS7
SRRD	Q9UH36
SMDT1	Q9H4I9
TMEM164	Q5U3C3
PQLC2	Q6ZP29
TTLL4	Q14679
HPS3	Q969F9
MFSD1	Q9H3U5
FGFRL1	Q8N441
ATP10D	Q9P241
ANKRD33B	A6NCL7
R3HCC1	Q9Y3T6
SLC25A25	Q6KCM7
CPEB3	Q8NE35
XRRA1	Q6P2D8
CLSTN3	Q9BQT9
RAB20	Q9NX57
CEP128	Q6ZU80
ZNF761	Q86XN6
SETD4	Q9NVD3
TSPAN33	Q86UF1
PTF1A	Q7RTS3
NEUROD1	Q13562
TCF7L1	Q9HCS4
GATA5	Q9BWX5
XRCC1	P18887
PELI1	Q96FA3
SOX9	P48436
GGT6	Q6P531
XKR8	Q9H6D3
CNTD1	Q8N815
C8ORF76	Q96K31
SPI1	P17947
NFIC	P08651
MAP10	Q9P2G4
HORMAD1	Q86X24
MIDN	Q504T8
AHRR	A9YTQ3
CITED1	Q99966
CCDC27	Q2M243
HMGXB3	Q12766
MBD4	O95243
DNAI2	Q9GZS0
TMPRSS12	Q86WS5
RNF112	Q9ULX5
ZFPM2	Q8WW38
PHOX2B	Q99453
FUT2	Q10981
NPFF	O15130
DNAH11	Q96DT5
TOX	O94900
TMC6	Q7Z403
TMCC1	O94876
TMEM186	Q96B77
ASIC4	Q96FT7
ABCG4	Q9H172
MAP3K19	Q56UN5
LY6G6C	O95867
LMAN2L	Q9H0V9
TMTC1	Q8IUR5
CTHRC1	Q96CG8
CLRN3	Q8NCR9
C20ORF141	Q9NUB4
FAM122C	Q6P4D5
SLC9A9	Q8IVB4
SPRED3	Q2MJR0
ARMC2	Q8NEN0
FSTL5	Q8N475
TMPRSS15	P98073
E2F5	Q15329
IL17RC	Q8NAC3
MN1	Q10571
GJA4	P35212
DNAJB7	Q7Z6W7
CXCR5	P32302
FZR1	Q9UM11
EEF2	P13639
COPS4	Q9BT78
COPS6	Q7L5N1
COPS7A	Q9UBW8
COPS7B	Q9H9Q2
FBXO6	Q9NRD1
ULK1	O75385
ULK2	Q8IYT8
PI4K2A	Q9BTU6
MFN2	O95140
RRP36	Q96EU6
CKAP2L	Q8IYA6
EXD2	Q9NVH0
PLEKHG3	A1L390
STIL	Q15468
ATG4D	Q86TL0
MSH5	O43196
FLCN	Q8NFG4
FNIP2	Q9P278
NSF	P46459
RAB11FIP5	Q9BXF6
RQCD1	Q92600
TP53INP2	Q8IXH6
MAPT	P10636
SENP1	Q9P0U3
TBL1Y	Q9BQ87
APOBEC3B	Q9UH17
PPWD1	Q96BP3
IGHV3-23	P01764
RNF222	A6NCQ9
TDRKH	Q9Y2W6
APOOL	Q6UXV4
TRIM14	Q14142
SLC27A3	Q5K4L6
ZNF385B	Q569K4
SHARPIN	Q9H0F6
CARS2	Q9HA77
C6ORF120	Q7Z4R8
EMC6	Q9BV81
TXNDC16	Q9P2K2
FAM186B	Q8IYM0
CIB2	O75838
IL17RA	Q96F46
SHC4	Q6S5L8
NEIL3	Q8TAT5
PADI1	Q9ULC6
TOP1MT	Q969P6
PDLIM2	Q96JY6
ARL13B	Q3SXY8
TRIML2	Q8N7C3
CWH43	Q9H720
COP1	Q8NHY2
CPA2	P48052
PGA3	P0DJD7
PGA3	P0DJD8
ERG28	Q9UKR5
CYLD	Q9NQC7
GSAP	A4D1B5
ARHGEF26	Q96DR7
MT1E	P04732
DENND6A	Q8IWF6
COX20	Q5RI15
NEK10	Q6ZWH5
PDGFRA	P16234
UBE4A	Q14139
CCNA2	P20248
SMURF1	Q9HCE7
TRAF7	Q6Q0C0
OGT	O15294
HGS	O14964
RASGRF1	Q13972
SUGT1	Q9Y2Z0
DDX58	O95786
KAT2A	Q92830
PLEKHA3	Q9HB20
LRRFIP1	Q32MZ4
KPNB1	Q14974
TMEM129	A0AVI4
CBX3	Q13185
HDAC9	Q9UKV0
TCF7L2	Q9NQB0
NR5A1	Q13285
PPP1R1A	Q13522
TTC29	Q8NA56
C16ORF96	A6NNT2
ULBP3	Q9BZM4
GGNBP2	Q9H3C7
SIGLEC9	Q9Y336
SIGLEC10	Q96LC7
DLG3	Q92796
MPP2	Q14168
MPP6	Q9NZW5
CASK	O14936
C16ORF62	Q7Z3J2
CCNI2	Q6ZMN8
FAM187B	Q17R55
SPPL2B	Q8TCT7
LRRC28	Q86X40
MAGEA10	P43363
MAGEA9B	P43362
FAM216A	Q8WUB2
NT5C	Q8TCD5
TPST1	O60507
CFAP74	Q9C0B2
PKNOX2	Q96KN3
POPDC2	Q9HBU9
GHDC	Q8N2G8
TPCN1	Q9ULQ1
SLC12A9	Q9BXP2
SLC12A7	Q9Y666
VANGL2	Q9ULK5
LRRC8C	Q8TDW0
ADCY9	O60503
IGHG4	P01861
TAPT1	Q6NXT6
CRYBG3	Q68DQ2
VSX1	Q9NZR4
GH2	P01242
KNOP1	Q1ED39
ZSCAN25	Q6NSZ9
ZNF771	Q7L3S4
PRDM15	P57071
ZNF48	Q96MX3
CNTNAP3B	Q96NU0
LRP12	Q9Y561
LRFN3	Q9BTN0
NDUFAF5	Q5TEU4
NFAM1	Q8NET5
MRPS33	Q9Y291
PLAC1	Q9HBJ0
HEPHL1	Q6MZM0
LYG2	Q86SG7
DSG4	Q86SJ6
FAM177A1	Q8N128
ANGEL1	Q9UNK9
GSTA5	Q7RTV2
WDR19	Q8NEZ3
PRELID1	Q9Y255
PSG4	Q00888
ZNF629	Q9UEG4
ZFP62	Q8NB50
VWA1	Q6PCB0
SPCS1	Q9Y6A9
SEC11C	Q9BY50
SSX2B	Q16385
C17ORF80	Q9BSJ5
OAF	Q86UD1
MTFP1	Q9UDX5
ZNF808	Q8N4W9
CFC1	P0CG37
DHTKD1	Q96HY7
FAM3D	Q96BQ1
GGT2	P36268
COX16	Q9P0S2
CD109	Q6YHK3
HLA-DQB2	P05538
TRMT44	Q8IYL2
HS2ST1	Q7LGA3
NMNAT3	Q96T66
DYM	Q7RTS9
CCDC183	Q5T5S1
RUNDC1	Q96C34
MAP7D2	Q96T17
MAMDC2	Q7Z304
MYO19	Q96H55
PRRG3	Q9BZD7
PRSS45	Q7RTY3
RASEF	Q8IZ41
GTPBP6	O43824
CCDC34	Q96HJ3
TM4SF20	Q53R12
HSDL1	Q3SXM5
FAM210B	Q96KR6
ARL10	Q8N8L6
DIRAS3	O95661
ADO	Q96SZ5
CBWD3	Q5JTY5
CBWD3	Q4V339
CBWD3	Q5RIA9
FGGY	Q96C11
FMR1NB	Q8N0W7
TMEM219	Q86XT9
SLC38A9	Q8NBW4
SMPD2	O60906
MFSD8	Q8NHS3
POMT2	Q9UKY4
SLC25A16	P16260
TMEM206	Q9H813
SCGB1D1	O95968
PRR4	Q16378
KLK11	Q9UBX7
CBWD1	Q9BRT8
FRAS1	Q86XX4
GALNT11	Q8NCW6
MFAP3	P55082
SLC12A6	Q9UHW9
ENPP4	Q9Y6X5
SLC7A2	P52569
HEG1	Q9ULI3
ATP13A3	Q9H7F0
EMB	Q6PCB8
TMEM63A	O94886
TRPM3	Q9HCF6
PGAM4	Q8N0Y7
ARHGEF37	A1IGU5
PNPLA4	P41247
ZNF891	A8MT65
RBMS3	Q6XE24
SLC25A41	Q8N5S1
ERICH5	Q6P6B1
RFTN1	Q14699
ABCA3	Q99758
ATP8B2	P98198
ZDHHC13	Q8IUH4
DNAJC16	Q9Y2G8
ALG5	Q9Y673
NUS1	Q96E22
SLC35F5	Q8WV83
FRMD5	Q7Z6J6
LRP10	Q7Z4F1
ZDHHC18	Q9NUE0
ASPHD2	Q6ICH7
SBSN	Q6UWP8
S100A7A	Q86SG5
CD207	Q9UJ71
MAP1LC3B2	A6NCE7
ZDHHC9	Q9Y397
RDH14	Q9HBH5
ARL17A	Q8IVW1
UGT3A1	Q6NUS8
SPRR3	Q9UBC9
AMZ2	Q86W34
C4BPB	P20851
SLC25A30	Q5SVS4
MCUR1	Q96AQ8
SMC1B	Q8NDV3
MAN1A1	P33908
ZDHHC8	Q9ULC8
ALG3	Q92685
COQ3	Q9NZJ6
CERS6	Q6ZMG9
CST4	P01036
ABHD3	Q8WU67
TAMM41	Q96BW9
SLC2A8	Q9NY64
TYW5	A2RUC4
TSR3	Q9UJK0
METTL6	Q8TCB7
C20ORF96	Q9NUD7
ALOXE3	Q9BYJ1
INTU	Q9ULD6
RTBDN	Q9BSG5
SERPINC1	P01008
SPIN2B	Q9BPZ2
ARHGAP39	Q9C0H5
ZNF507	Q8TCN5
ZSCAN23	Q3MJ62
ZSCAN30	Q86W11
ZBED9	Q6R2W3
HEATR6	Q6AI08
FAM153B	P0C7A2
FRMPD2	Q68DX3
LHPP	Q9H008
HLA-DPA1	P20036
SLC38A10	Q9HBR0
NDUFA3	O95167
HS3ST3B1	Q9Y662
KLRG2	A4D1S0
CHST11	Q9NPF2
FKRP	Q9H9S5
BTN2A1	Q7KYR7
PLEKHH3	Q7Z736
SUMF1	Q8NBK3
CTRL	P40313
KIAA0391	O15091
LMBR1	Q8WVP7
ENDOV	Q8N8Q3
FAM78A	Q5JUQ0
GNB1L	Q9BYB4
DPH6	Q7L8W6
LRTM1	Q9HBL6
MORC1	Q86VD1
NUDT13	Q86X67
PENK	P01210
RFPL2	O75678
ARL5B	Q96KC2
SAR1B	Q9Y6B6
PRMT9	Q6P2P2
NDST2	P52849
ARSK	Q6UWY0
XYLT2	Q9H1B5
NHLRC3	Q5JS37
GPR98	Q8WXG9
HAPLN3	Q96S86
CA11	O75493
TTC26	A0AVF1
P3H2	Q8IVL5
ZNF501	Q96CX3
CD1B	P29016
NRSN2	Q9GZP1
FAM69A	Q5T7M9
MBLAC2	Q68D91
TMEM205	Q6UW68
CER1	O95813
COLEC11	Q9BWP8
GLIPR1	P48060
FASTKD1	Q53R41
EARS2	Q5JPH6
RSAD1	Q9HA92
PHOSPHO1	Q8TCT1
SEMA4F	O95754
EFR3B	Q9Y2G0
TMEM59L	Q9UK28
HS6ST1	O60243
NXPH2	O95156
PSMG4	Q5JS54
RFPL4B	Q6ZWI9
RPS4Y2	Q8TD47
SGCZ	Q96LD1
SGCB	Q16585
MGAT5	Q09328
TSPAN18	Q96SJ8
TMEM87A	Q8NBN3
GDPD1	Q8N9F7
SC5D	O75845
GPR89A	B7ZAQ6
IMMP1L	Q96LU5
ALG11	Q2TAA5
TVP23C	Q9NYZ1
TVP23C	Q96ET8
PRAF2	O60831
CLEC12A	Q5QGZ9
CTRB1	P17538
TK2	O00142
FITM2	Q8N6M3
CALB2	P22676
OR6C70	A6NIJ9
MANEAL	Q5VSG8
GLB1L2	Q8IW92
PXYLP1	Q8TE99
TMPPE	Q6ZT21
POMT1	Q9Y6A1
SLC12A5	Q9H2X9
CADM2	Q8N3J6
PCOLCE2	Q9UKZ9
RAB40AL	P0C0E4
PABPC4L	P0CB38
TSGA13	Q96PP4
ZNF500	O60304
CLEC1A	Q8NC01
CNPY3	Q9BT09
PLXNA4	Q9HCM2
ABHD12B	Q7Z5M8
AP5M1	Q9H0R1
ASNSD1	Q9NWL6
ASNSD1	L0R819
RFPL1	O75677
ALG10	Q5BKT4
MYH8	P13535
EYA4	O95677
SLC8A3	P57103
SLC8A2	Q9UPR5
SUSD4	Q5VX71
CTSF	Q9UBX1
CCDC102A	Q96A19
BVES	Q8NE79
HAL	P42357
RNASE7	Q9H1E1
SERPINB7	O75635
KLK5	Q9Y337
C22ORF31	O95567
TMX4	Q9H1E5
ATP1B2	P14415
THAP9	Q9H5L6
FUK	Q8N0W3
LIME1	Q9H400
FCF1	Q9Y324
ZNF358	Q9NW07
ZNF777	Q9ULD5
RWDD2A	Q9UIY3
SPACA1	Q9HBV2
C14ORF2	P56378
LMBRD2	Q68DH5
KIAA1586	Q9HCI6
TYW1B	Q6NUM6
TTC21B	Q7Z4L5
KIF27	Q86VH2
VAX2	Q9UIW0
FAM160A1	Q05DH4
SLC7A3	Q8WY07
MINPP1	Q9UNW1
CEACAM21	Q3KPI0
NHSL2	Q5HYW2
SDR9C7	Q8NEX9
ALOX12B	O75342
ANKRD29	Q8N6D5
HSD17B13	Q7Z5P4
TTC8	Q8TAM2
BBS9	Q3SYG4
TMEM181	Q9P2C4
OGN	P20774
MGAT2	Q10469
FAR2	Q96K12
EXOG	Q9Y2C4
UXS1	Q8NBZ7
ABHD12	Q8N2K0
MARC2	Q969Z3
GALNT16	Q8N428
CHST7	Q9NS84
DNASE1L2	Q92874
RAVER2	Q9HCJ3
SULT1C4	O75897
WRB	O00258
DTWD2	Q8NBA8
IL20RB	Q6UXL0
C1ORF159	Q96HA4
SLC35A5	Q9BS91
SLC36A1	Q7Z2H8
SUSD5	O60279
CLCN7	P51798
MAGEB3	O15480
NTAN1	Q96AB6
SPEM1	Q8N4L4
ENTPD7	Q9NQZ7
AMY1C	P04745
WBP2NL	Q6ICG8
DEPDC5	O75140
ZPBP2	Q6X784
PDF	Q9HBH1
AKR1B15	C9JRZ8
CLEC10A	Q8IUN9
FAHD2A	Q96GK7
FAHD2B	Q6P2I3
BOLA3	Q53S33
NAA35	Q5VZE5
LCMT2	O60294
GPR35	Q9HC97
IDS	P22304
TCTN1	Q2MV58
ST3GAL4	Q11206
DHDH	Q9UQ10
FAM170A	A1A519
FAM49A	Q9H0Q0
AKR1D1	P51857
GPR55	Q9Y2T6
HOGA1	Q86XE5
ITLN2	Q8WWU7
MAGEB16	A2A368
RBFOX3	A6NFN3
MCOLN2	Q8IZK6
ST7L	Q8TDW4
OR2S2	Q9NQN1
OR7C1	O76099
PRSS22	Q9GZN4
APOL2	Q9BQE5
SYDE2	Q5VT97
FMN2	Q9NZ56
CAPN15	O75808
TAS2R7	Q9NYW3
KDELR3	O43731
ALG6	Q9Y672
MTX3	Q5HYI7
TOR2A	Q8N2E6
TOR2A	Q5JU69
C1QTNF3	Q9BXJ4
CCDC84	Q86UT8
CXORF58	Q96LI9
GPC6	Q9Y625
PLEKHH1	Q9ULM0
IL2	P60568
EFCAB7	A8K855
ASPDH	A6ND91
TEX29	Q8N6K0
FLVCR1	Q9Y5Y0
SLC16A2	P36021
SPATA6L	Q8N4H0
CYYR1	Q96J86
DHRS4L2	Q6PKH6
D2HGDH	Q8N465
TMEM39A	Q9NV64
FZD3	Q9NPG1
MOGAT2	Q3SYC2
FAM221A	A4D161
ODF3L1	Q8IXM7
SLC25A35	Q3KQZ1
PDSS1	Q5T2R2
COLEC10	Q9Y6Z7
PTX3	P26022
CXORF21	Q9HAI6
DNASE1L1	P49184
GLB1L3	Q8NCI6
HSD17B6	O14756
POLG	P54098
MYEOV	Q96EZ4
TBC1D24	Q9ULP9
NUDT6	P53370
OR10H3	O60404
OR2K2	Q8NGT1
OR5F1	O95221
GALM	Q96C23
OXNAD1	Q96HP4
SCML4	Q8N228
SOX21	Q9Y651
ST6GALNAC3	Q8NDV1
TAS2R41	P59536
LACC1	Q8IV20
LRRC46	Q96FV0
ZNF93	P35789
ZNF430	Q9H8G1
GXYLT2	A0PJZ3
FPGS	Q05932
SLC6A6	P31641
NAALAD2	Q9Y3Q0
PGAP3	Q96FM1
PVRIG	Q6DKI7
TLCD2	A6NGC4
PDE7A	Q13946
UPK3B	Q9BT76
AKR7L	Q8NHP1
ERI2	A8K979
GPR18	Q14330
TTC30B	Q8N4P2
TTC30A	Q86WT1
IFT52	Q9Y366
MBTPS2	O43462
CA10	Q9NS85
PTAR1	Q7Z6K3
PGBD5	Q8N414
VSIG2	Q96IQ7
GINM1	Q9NU53
CALCB	P10092
HS6ST2	Q96MM7
FOXD2	O60548
EPHX4	Q8IUS5
CTSV	O60911
DHRS13	Q6UX07
GDF11	O95390
C8ORF82	Q6P1X6
SPATA5	Q8NB90
SFXN5	Q8TD22
GIMAP2	Q9UG22
LGALS12	Q96DT0
VPS13C	Q709C8
LRRC39	Q96DD0
MUC15	Q8N387
P2RY14	Q15391
LARGE	O95461
CHSY3	Q70JA7
DNAJC17	Q9NVM6
SIDT2	Q8NBJ9
SLC47A1	Q96FL8
WDR13	Q9H1Z4
SLC35A1	P78382
PCSK1N	Q9UHG2
ST6GALNAC5	Q9BVH7
SUCNR1	Q9BXA5
SLC25A14	O95258
BTN3A2	P78410
C11ORF42	Q8N5U0
LRRC49	Q8IUZ0
NICN1	Q9BSH3
C1QTNF9	P0C862
C1QTNF9B	B2RNN3
ARHGAP42	A6NI28
ARHGAP42	Q9H2Q1
GRID1	Q9ULK0
A4GALT	Q9NPC4
ABHD17B	Q5VST6
CHAD	O15335
CNPY4	Q8N129
DND1	Q8IYX4
SLC6A8	P48029
ALG14	Q96F25
SLC26A6	Q9BXS9
PRR11	Q96HE9
NOXRED1	Q6NXP6
GPR89B	P0CG08
GPR89B	B7ZAQ6
ADH1C	P00326
GABRE	P78334
CNNM1	Q9NRU3
TMED8	Q6PL24
TMEFF1	Q8IYR6
ORMDL2	Q53FV1
SLC39A3	Q9BRY0
TMEM223	A0PJW6
B3GNT3	Q9Y2A9
ACTR3C	Q9C0K3
ZNF589	Q86UQ0
ZNF268	Q14587
RSAD2	Q8WXG1
GPRIN1	Q7Z2K8
FOXF1	Q12946
SLC39A4	Q6P5W5
SLC46A1	Q96NT5
TPST2	O60704
SLITRK5	O94991
TMEM143	Q96AN5
OMA1	Q96E52
PIGW	Q7Z7B1
MFSD12	Q6NUT3
TRIM16L	Q309B1
ZNF445	P59923
ZNF783	Q6ZMS7
ALOX15	P16050
A4GNT	Q9UNA3
LPAR6	P43657
TMEM184B	Q9Y519
FAM126A	Q9BYI3
LPCAT3	Q6P1A2
MAGIX	Q9H6Y5
OR51E2	Q9H255
P2RY12	Q9H244
TMEM161B	Q8NDZ6
TTC39A	Q5SRH9
CERS5	Q8N5B7
PRSS48	Q7RTY5
OGFOD3	Q6PK18
SEPT14	Q6ZU15
GK2	Q14410
GATB	O75879
HTRA3	P83110
LMLN	Q96KR4
OSCP1	Q8WVF1
DHRS9	Q9BPW9
GPRC5D	Q9NZD1
BCAS4	Q8TDM0
GLT8D2	Q9H1C3
VPS13A	Q96RL7
ARG2	P78540
C16ORF58	Q96GQ5
NCEH1	Q6PIU2
P2RY8	Q86VZ1
ATP1B4	Q9UN42
SLC44A2	Q8IWA5
SFRP4	Q6FHJ7
POMK	Q9H5K3
PKDCC	Q504Y2
CYB5D2	Q8WUJ1
S1PR2	O95136
PIGB	Q92521
SUGCT	Q9HAC7
SPATA17	Q96L03
ST8SIA1	Q92185
TCP10L2	B9ZVM9
TMEM185A	Q8NFB2
TMEM185B	Q9H7F4
SUCO	Q9UBS9
CHI3L1	P36222
ALDH3B2	P48448
TESPA1	A2RU30
IL36G	Q9NZH8
MEIS3	Q99687
PIGL	Q9Y2B2
MTERF2	Q49AM1
MTRF1L	Q9UGC7
NHSL1	Q5SYE7
PRSS50	Q9UI38
SLC18A1	P54219
SPNS3	Q6ZMD2
TREML2	Q5T2D2
TMEM106B	Q9NUM4
TMEM87B	Q96K49
SLC7A6OS	Q96CW6
TGM5	O43548
FBLN7	Q53RD9
HSD17B2	P37059
RBMXL1	Q96E39
MMP28	Q9H239
PLEKHA8	Q96JA3
SERPINB11	Q96P15
SIRPG	Q9P1W8
ST3GAL5	Q9UNP4
C4ORF48	Q5BLP8
SLC35G2	Q8TBE7
FDXR	P22570
WNT10B	O00744
BMP15	O95972
GPR137B	O60478
GTF2H2C	Q6P1K8
GTF2H2C	Q13888
UBN2	Q6ZU65
OPN3	Q9H1Y3
SPINK5	Q9NQ38
EPX	P11678
CABS1	Q96KC9
CBWD6	Q4V339
CBWD6	Q5RIA9
CBWD6	Q5JTY5
DENND1B	Q6P3S1
DOC2B	Q14184
ASTN2	O75129
C12ORF66	Q96MD2
SEC14L1	Q92503
TMCO4	Q5TGY1
FAM43A	Q8N2R8
SLC30A4	O14863
TFAP2D	Q7Z6R9
UGT1A7	Q9HAW7
ZNF621	Q6ZSS3
ENPP6	Q6UWR7
RHBDF2	Q6PJF5
CHST14	Q8NCH0
UGT3A2	Q3SY77
GCNT1	Q02742
ST8SIA4	Q92187
ARSG	Q96EG1
RASL10A	Q92737
SAMD7	Q7Z3H4
SAMD11	Q96NU1
SERINC2	Q96SA4
CHRNB3	Q05901
GDF3	Q9NR23
GPR173	Q9NS66
GTF2IRD2B	Q6EKJ0
GTF2IRD2B	Q86UP8
HTR3E	A5X5Y0
LPPR2	Q96GM1
SERPINB13	Q9UIV8
VSTM2A	Q8TAG5
WISP3	O95389
CHIA	Q9BZP6
CLEC11A	Q9Y240
DCAF4L2	Q8NA75
SLC16A13	Q7RTY0
GFOD2	Q3B7J2
RALGAPA2	Q2PPJ7
AGBL5	Q8NDL9
EXTL2	Q9UBQ6
GPR84	Q9NQS5
MESP2	Q0VG99
ANKDD1A	Q495B1
SP6	Q3SY56
DNAAF3	Q8N9W5
WDFY2	Q96P53
WNT3	P56703
TMEM260	Q9NX78
TSNARE1	Q96NA8
CD96	P40200
ISLR	O14498
SLC25A40	Q8TBP6
SLC10A7	Q0GE19
NAPSA	O96009
PLCZ1	Q86YW0
PSG6	Q00889
AMDHD1	Q96NU7
TMPRSS5	Q9H3S3
TTLL1	O95922
ZACN	Q401N2
SLC43A1	O75387
CHST8	Q9H2A9
FAM149B1	Q96BN6
TBC1D32	Q96NH3
PTGR2	Q8N8N7
CPA6	Q8N4T0
FGL2	Q14314
C1ORF226	A1L170
SNX29	Q8TEQ0
GRAMD1B	Q3KR37
ITGB8	P26012
L2HGDH	Q9H9P8
LILRA1	O75019
ZNF865	P0CJ78
TBC1D31	Q96DN5
PNPLA1	Q8N8W4
ASTL	Q6HA08
STKLD1	Q8NE28
RHBDL1	O75783
TEKT2	Q9UIF3
OSER1	Q9NX31
ATG9B	Q674R7
C3ORF58	Q8NDZ4
CHST9	Q7L1S5
CCDC122	Q5T0U0
HSD17B3	P37058
HVCN1	Q96D96
OXLD1	Q5BKU9
IQCF1	Q8N6M8
MREG	Q8N565
NXPH4	O95158
RIMKLA	Q8IXN7
SCN2B	O60939
TMEM38A	Q9H6F2
GUF1	Q8N442
CCRL2	O00421
ARHGAP25	P42331
HEPACAM2	A8MVW5
DUS1L	Q6P1R4
HTR3C	Q8WXA8
ARHGAP8	P85298
LIPH	Q8WWY8
SIGLEC12	Q96PQ1
NSUN7	Q8NE18
NYX	Q9GZU5
SHROOM1	Q2M3G4
OPN4	Q9UHM6
PLA2G7	Q13093
PLIN5	Q00G26
PRAMEF5	Q5TYX0
PRAMEF4	O60810
PRAMEF15	Q5VWM5
STPG2	Q8N412
SLC45A2	Q9UMX9
